#
# Master CCSM experiment list
#
#  Columns   Field
#   1 -  45  CCSM case name
#  46 -  47  Location (NC = NCAR; NE = NERSC; OR = ORNL)
#  55 -  74  Very brief description and/or PCMDI name (N/A if not applicable)
#  75 -  76  Realization number (<=2 digits) (0 if not applicable)
#  80 -  82  Is a CMIP3 (cm3) or CMIP5 (cm5) experiment?
#  85 - 124  RUN_REFCASE (parent CCSM case)
# 130 - 139  RUN_REFDATE (branch date, yyyy-mm-dd)
# 145 - 148  Year began or YYYY if unknown
# 150 - 153  Year ended or YYYY if unknown
# 155-  174  GRID (resolution)
# 175 - 194  COMPSET (all "-" if missing)
# 195 - 224  REPOTAG (all "-" if missing)
# 225 - 239  MACH (hardware)
# 240 - end  DOUT_L_MSROOT (history file location on archive)
#
#---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#                                                                                                  1         1         1         1         1         1         1         1         1         1         2         2         2         2         2         2
#        1         2         3         4         5         6         7         8         9         0         1         2         3         4         5         6         7         8         9         0         1         2         3         4         5
#234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
#CASE                                        loc      CMIP5 name          ##   CMIP RUN_REFCASE                                 RUN_REFDATE    BEGIN END  GRID                COMPSET             REPOTAG                       MACH           DOUT
b40.lgm21ka.1deg.cd                          NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.OVF-off                     NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.pdds                        NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.tm6                         NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lm1850-2005.1deg.001                     NC       historical          1    cm5  b40.lm850-1850.1deg.001                      1850-01-01     1850 2005 0.9x1.25_gx1v6      B20TRCN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lm1850-2005.1deg.002                     NC       historical          1    cm5  b40.lm850-1850.1deg.001                      1850-01-01     1850 2005 0.9x1.25_gx1v6      B20TRCN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lm850-1850.1deg.001                      NC       past1000            1    cm5  b40.850hf.1deg.001                           0953-01-01     0850 1850 0.9x1.25_gx1v6      B20TRCN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.mh6ka.1deg.002                           NC       N/A                 XX   N/A  b40.1850.track1.1deg.006                     0863-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.mh6ka.1deg.003                           NC       midHolocene         1    cm5  b40.1850.track1.1deg.006                     0801-01-01     0801 1300 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.mh6ka.track1.1deg.001.clone              NC       N/A                 XX   N/A  b40.1850.track1.1deg.006                     0301-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             ccsm4_0_beta53                bluefire       /CCSM/csm
b40.mh6ka.track1.1deg.001                    NC       N/A                 XX   N/A  b40.1850.track1.1deg.006                     0301-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             ccsm4_0_beta53                bluefire       /CCSM/csm
b40.plio.FV1.002                             NC       N/A                 XX   N/A  b40.1850.track1.1deg.006                     0801-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.plio.FV1.003                             NC       N/A                 XX   N/A  b40.1850.track1.1deg.006                     0801-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.plio.FV1.5day                            NC       N/A                 XX   N/A  b40.1850.track1.1deg.006                     0801-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta15                bluefire       /CCSM/csm
b40.prediction.track1.1deg.001               NC       N/A                 XX   N/A  g.b29.01                                     0233-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRTR1CN          ccsm4_0_beta38                bluefire       /CCSM/csm
b40.prediction.track1.1deg.002               NC       N/A                 XX   N/A  g.b29.03                                     0233-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRTR1CN          ccsm4_0_beta38                bluefire       /CCSM/csm
b40.prediction.track1.1deg.003               NC       N/A                 XX   N/A  g.b29.01                                     0233-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRTR1CN          ccsm4_0_beta38                bluefire       /CCSM/csm
b40.prediction.track1.1deg.004               NC       N/A                 XX   N/A  g.b29.03                                     0233-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRTR1CN          ccsm4_0_beta38                bluefire       /CCSM/csm
b40.rcp2_6.1deg.001                          NC       rcp2.6              1    cm5  b40.20th.track1.1deg.008                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP26CN            ccsm4_0_beta49                bluefire       /CCSM/csm
b40.rcp2_6.1deg.002                          NC       rcp2.6              2    cm5  b40.20th.track1.1deg.009                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP26CN            ccsm4_0_beta50                bluefire       /CCSM/csm
b40.rcp2_6.1deg.003                          NC       rcp2.6              3    cm5  b40.20th.track1.1deg.005                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP26CN            ccsm4_0_beta50                bluefire       /CCSM/csm
b40.rcp2_6.1deg.004                          NC       rcp2.6              4    cm5  b40.20th.track1.1deg.006                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP26CN            ccsm4_0_beta52                bluefire       /CCSM/csm
b40.rcp2_6.1deg.005                          NC       rcp2.6              5    cm5  b40.20th.track1.1deg.007                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP26CN            ccsm4_0_beta52                bluefire       /CCSM/csm
b40.rcp2_6.1deg.006                          NC       rcp2.6              6    cm5  b40.20th.track1.1deg.011                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP26CN            ccsm4_0_beta53                bluefire       /CCSM/csm
b40.rcp2_6.2300.001                          OR       rcp2.6              1    cm5  b40.rcp2_6.1deg.001                          2101-01-01     2101 2299 0.9x1.25_gx1v6      BRCP26CN            cesm1_0_beta08                jaguarpf       /f2/ccsm/csm
b40.rcp2_6.2deg.001                          NC       rcp2.6              1    cm5  b40.20th.track1.2deg.001                     2005-01-01     2005 2100 1.9x2.5_gx1v6       BRCP26CN            ccsm4_0_beta50                bluefire       /CCSM/csm
b40.rcp4_5.1deg.001.i2006                    OR       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.1deg.001                          NC       rcp4.5              1    cm5  b40.20th.track1.1deg.008                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta49                bluefire       /CCSM/csm
b40.rcp4_5.1deg.002                          NC       rcp4.5              2    cm5  b40.20th.track1.1deg.009                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta49                bluefire       /CCSM/csm
b40.rcp4_5.1deg.003                          NC       rcp4.5              3    cm5  b40.20th.track1.1deg.005                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta50                bluefire       /CCSM/csm
b40.rcp4_5.1deg.004                          NC       rcp4.5              4    cm5  b40.20th.track1.1deg.006                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta50                bluefire       /CCSM/csm
b40.rcp4_5.1deg.005                          NC       rcp4.5              5    cm5  b40.20th.track1.1deg.007                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                bluefire       /CCSM/csm
b40.rcp4_5.1deg.006                          NC       rcp4.5              6    cm5  b40.20th.track1.1deg.012                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta53                bluefire       /CCSM/csm
b40.rcp4_5.2300.001                          OR       rcp4.5              1    cm5  b40.rcp4_5.1deg.001                          2101-01-01     2101 2299 0.9x1.25_gx1v6      BRCP45CN            cesm1_0_beta08                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.2deg.001                          NC       rcp4.5              1    cm5  b40.20th.track1.2deg.001                     2005-01-01     2005 2100 1.9x2.5_gx1v6       BRCP45CN            ccsm4_0_beta50                bluefire       /CCSM/csm
b40.rcp4_5.2deg.wcm.001                      NC       rcp4.5              1    cm5  b40.1955-2005.2deg.wcm.002                   2005-01-01     2005 2050 1.9x2.5_gx1v6       B55TRWCN            cesm1_0_beta06                bluefire       /CCSM/csm
b40.rcp4_5.2deg.wcm.002                      NC       rcp4.5              2    cm5  b40.1955-2005.2deg.wcm.003                   2005-01-01     2005 2050 1.9x2.5_gx1v6       B55TRWCN            cesm1_0_beta07                bluefire       /CCSM/csm
b40.rcp4_5.2deg.wcm.003                      NC       N/A                 XX   N/A  b40.1955-2005.2deg.wcm.004                   2005-01-01     YYYY YYYY 1.9x2.5_gx1v6       B55TRWCN            cesm1_0_beta09                bluefire       /CCSM/csm
b40.rcp4_5.allcarb10x.1deg.005               OR       N/A                 XX   N/A  b40.20th.track1.1deg.007                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.allcarb6x.1deg.005                OR       N/A                 XX   N/A  b40.20th.track1.1deg.007                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.bc2x.1deg.001                     OR       bc2x-asia           1    cm5  b40.20th.track1.1deg.008                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.bc2x.1deg.002                     OR       bc2x-asia           2    cm5  b40.20th.track1.1deg.009                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.bc2x.1deg.003                     OR       bc2x-asia           3    cm5  b40.20th.track1.1deg.005                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.bc2x.1deg.004                     OR       bc2x-asia           4    cm5  b40.20th.track1.1deg.006                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.bc2x.1deg.005                     OR       rcp4.5-bcasia       1    cm5  b40.20th.track1.1deg.007                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp4_5.bc6x.1deg.005                     OR       bc6x-asia           1    cm5  b40.20th.track1.1deg.007                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.rcp6_0.1deg.001                          NC       rcp6.0              1    cm5  b40.20th.track1.1deg.008                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta10                bluefire       /CCSM/csm
b40.rcp6_0.1deg.002                          NC       rcp6.0              2    cm5  b40.20th.track1.1deg.009                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta10                bluefire       /CCSM/csm
b40.rcp6_0.1deg.003                          NC       rcp6.0              3    cm5  b40.20th.track1.1deg.005                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta10                bluefire       /CCSM/csm
b40.rcp6_0.1deg.004                          NC       rcp6.0              4    cm5  b40.20th.track1.1deg.006                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta10                bluefire       /CCSM/csm
b40.rcp6_0.1deg.005                          NC       rcp6.0              5    cm5  b40.20th.track1.1deg.007                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta10                bluefire       /CCSM/csm
b40.rcp6_0.1deg.006                          NC       N/A                 XX   N/A  b40.20th.track1.1deg.012                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta10                bluefire       /CCSM/csm
b40.rcp6_0.2300.001                          NE       N/A                 XX   N/A  b40.rcp6_0.1deg.001                          2101-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP60CN            cesm1_0_beta14                hopp2          /home/c/ccsm/csm
b40.rcp8_5.1deg.001                          NC       rcp8.5              1    cm5  b40.20th.track1.1deg.008                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta45                bluefire       /CCSM/csm
b40.rcp8_5.1deg.002                          NC       rcp8.5              2    cm5  b40.20th.track1.1deg.009                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta46                bluefire       /CCSM/csm
b40.rcp8_5.1deg.003                          NC       rcp8.5              3    cm5  b40.20th.track1.1deg.005                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta47                bluefire       /CCSM/csm
b40.rcp8_5.1deg.004                          NC       rcp8.5              4    cm5  b40.20th.track1.1deg.006                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta47                bluefire       /CCSM/csm
b40.rcp8_5.1deg.005                          NC       rcp8.5              5    cm5  b40.20th.track1.1deg.007                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta47                bluefire       /CCSM/csm
b40.rcp8_5.1deg.006                          NC       rcp8.5              6    cm5  b40.20th.track1.1deg.011                     2005-01-01     2005 2100 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta53                bluefire       /CCSM/csm
b40.rcp8_5.1deg.007                          NC       N/A                 XX   N/A  b40.20th.track1.1deg.012                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            ccsm4_0_beta53                bluefire       /CCSM/csm
b40.rcp8_5.1deg.009                          NE       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta14                hopp2          /home/ccsm/csm
b40.rcp8_5.2300.001                          OR       rcp8.5              1    cm5  b40.rcp8_5.1deg.001                          2101-01-01     2101 2299 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta08                jaguarpf       /f2/ccsm/csm
b40.rcp8_5.2deg.001                          NC       rcp8.5              1    cm5  b40.20th.track1.2deg.001                     2005-01-01     2005 2100 1.9x2.5_gx1v6       BRCP85CN            ccsm4_0_beta47                bluefire       /CCSM/csm
b40.rcp8_5.2deg.wcm.001                      NC       N/A                 XX   N/A  b40.1955-2005.2deg.wcm.002                   2005-01-01     YYYY YYYY 1.9x2.5_gx1v6       BRCP45WCN           cesm1_0_beta11                bluefire       $CCSMUSER/csm
b40.rcp8_5.2deg.wcm.002                      NC       N/A                 XX   N/A  b40.1955-2005.2deg.wcm.002                   2005-01-01     YYYY YYYY 1.9x2.5_gx1v6       B55TRWCN            cesm1_0_beta09                bluefire       /CCSM/csm
b40.rcp8_5.2deg.wcm.003                      NC       N/A                 XX   N/A  b40.1955-2005.2deg.wcm.002                   2005-01-01     YYYY YYYY 1.9x2.5_gx1v6       B55TRWCN            cesm1_0_beta09                bluefire       /CCSM/csm
b40.rcp8_5.aero.1deg.001                     NE       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta14                hopp2          /home/c/ccsm/csm
b40.rcp8_5.aero.1deg.002                     NE       N/A                 XX   N/A  b40.20th.track1.1deg.009                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta14                hopp2          /home/c/ccsm/csm
b40.rcp8_5.aero.1deg.007                     NE       N/A                 XX   N/A  b40.20th.track1.1deg.012                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta14                hopp2          /home/c/ccsm/csm
b40.rcp8_5.ghg.1deg.001                      NE       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta14                hopp2          /home/c/ccsm/csm
b40.rcp8_5.ghg.1deg.002                      NE       N/A                 XX   N/A  b40.20th.track1.1deg.009                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP85CN            cesm1_0_beta14                hopp2          /home/c/ccsm/csm
